23.06.19 07:19:25.438 [FelixStartLevel] INFO  o.o.f.server.restws.RestServer - Deactivating REST Server
23.06.19 07:19:27.892 [FelixStartLevel] INFO  org.eclipse.jetty.server.Server - jetty-9.4.43.v20210629; built: 2021-06-30T11:07:22.254Z; git: 526006ecfa3af7f1a27ef3a288e2bef7ea9dd7e8; jvm 11.0.19+7-post-Ubuntu-0ubuntu118.04.1
23.06.19 07:19:27.937 [FelixStartLevel] INFO  org.eclipse.jetty.server.session - DefaultSessionIdManager workerName=node0
23.06.19 07:19:27.937 [FelixStartLevel] INFO  org.eclipse.jetty.server.session - No SessionScavenger set, using defaults
23.06.19 07:19:27.940 [FelixStartLevel] INFO  org.eclipse.jetty.server.session - node0 Scavenging every 660000ms
23.06.19 07:19:27.950 [FelixStartLevel] INFO  o.e.j.server.handler.ContextHandler - Started o.e.j.s.ServletContextHandler@6eea1739{/,null,AVAILABLE}
23.06.19 07:19:27.950 [FelixStartLevel] INFO  org.eclipse.jetty.server.Server - Started @1444ms
23.06.19 07:19:27.951 [FelixStartLevel] INFO  org.eclipse.jetty.server.session - node0 Scavenging every 660000ms
23.06.19 07:19:27.984 [FelixStartLevel] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@4eb1f4c2{HTTP/1.1, (http/1.1)}{0.0.0.0:8888}
23.06.19 07:19:28.073 [FelixStartLevel] INFO  o.e.jetty.util.ssl.SslContextFactory - x509=X509@3a6ec6f4(openmuc,h=[openmuc],a=[],w=[]) for Server@1eb2899c[provider=null,keyStore=file:///home/student/OpenMUC/framework/cert/certificate.jks,trustStore=null]
23.06.19 07:19:28.194 [FelixStartLevel] INFO  o.e.jetty.server.AbstractConnector - Started ServerConnector@16c38ed8{SSL, (ssl, http/1.1)}{0.0.0.0:8889}
23.06.19 07:19:28.336 [FelixStartLevel] INFO  o.o.f.core.datamanager.DataManager - Activating Data Manager
23.06.19 07:19:28.387 [FelixStartLevel] INFO  o.o.f.d.sql.SqlLoggerService - Activating SQL Logger
23.06.19 07:19:28.400 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered data logger: sqllogger
23.06.19 07:19:28.424 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: aggregator
23.06.19 07:19:28.426 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: amqp
23.06.19 07:19:28.449 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: csv
23.06.19 07:19:28.466 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: iec60870
23.06.19 07:19:28.503 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: iec61850
23.06.19 07:19:28.532 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:28.537 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: modbus
23.06.19 07:19:28.538 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:28.643 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: opcua
23.06.19 07:19:28.646 [OpenMUC Data Manager] INFO  o.o.f.core.datamanager.DataManager - Registered driver: s7
23.06.19 07:19:28.666 [FelixStartLevel] INFO  o.o.f.lib.ssl.SslManagerComponent - SSL Component activated
23.06.19 07:19:28.764 [FelixStartLevel] INFO  o.o.f.server.restws.RestServer - Activating REST Server
23.06.19 07:19:28.778 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin BUT Brewery.
23.06.19 07:19:28.778 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Channel Access Tool.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Channel Configurator.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Data Exporter.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Data Plotter.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin distribution.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Energy Map.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Loop.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Media Viewer.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin User Configurator.
23.06.19 07:19:28.779 [FelixStartLevel] WARN  o.o.framework.webui.base.WebUiBase - Can't register WebUI plugin Wastewater Treatment Plant.
23.06.19 07:19:28.780 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - Activating WebUI Base
23.06.19 07:19:28.785 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Channel Configurator
23.06.19 07:19:28.785 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Channel Access Tool
23.06.19 07:19:28.786 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Wastewater Treatment Plant
23.06.19 07:19:28.786 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Data Plotter
23.06.19 07:19:28.787 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Loop
23.06.19 07:19:28.787 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Media Viewer
23.06.19 07:19:28.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Energy Map
23.06.19 07:19:28.788 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: BUT Brewery
23.06.19 07:19:28.789 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: distribution
23.06.19 07:19:28.789 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: User Configurator
23.06.19 07:19:28.790 [FelixStartLevel] INFO  o.o.framework.webui.base.WebUiBase - WebUI plugin registered: Data Exporter
23.06.19 07:19:30.008 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:30.009 [ConnectionReader] INFO  o.o.f.d.iec60870.Iec60870Listener - Connection was closed by server.
23.06.19 07:19:30.009 [ConnectionReader] INFO  o.o.f.core.datamanager.DataManager - Connection to device 60870_Distr was interrupted.
23.06.19 07:19:30.014 [OpenMUC Data Manager Pool - thread-3] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:30.020 [OpenMUC Data Manager Pool - thread-3] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:30.022 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:30.103 [OpenMUC Data Manager Pool - thread-1] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: Message does not start with START flag (0x68). Broken connection.. Trying to reconnect...
23.06.19 07:19:30.107 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:30.114 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:30.114 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:31.001 [OpenMUC Data Manager Pool - thread-1] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:31.003 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:31.005 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:31.006 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:31.577 [CM Configuration Updater (Update: pid=org.openmuc.framework.lib.ssl.SslManager)] INFO  o.o.framework.lib.ssl.SslManager - Successfully loaded
23.06.19 07:19:31.580 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] INFO  o.o.f.datalogger.sql.DbConnector - sql driver
23.06.19 07:19:31.581 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] INFO  o.o.f.datalogger.sql.DbConnector - URL is: jdbc:h2:retry:file:./data/h2/h2;AUTO_SERVER=TRUE;MODE=MYSQL
23.06.19 07:19:31.599 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.ConnectTask - Unable to connect to device 60870_Distr_A because Was not able to connect to 192.168.244.34:2,404. No route to host (Host unreachable).
Will try again in 10000 ms.
23.06.19 07:19:32.002 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:32.004 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:32.008 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:32.008 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:33.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:33.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:33.007 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:33.008 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:34.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:34.002 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:34.011 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:34.011 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:34.992 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] WARN  o.o.f.datalogger.sql.MetaBuilder - There are no channels for meta table
23.06.19 07:19:34.999 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] ERROR o.o.f.datalogger.sql.DbAccess - Error executing SQL: 
INSERT INTO openmuc_meta (time,channelid,channelAdress,loggingInterval,loggingTimeOffset,unit,valueType,scalingFactor,valueOffset,listening,loggingEvent,samplingInterval,samplingTimeOffset,SamplingGroup,disabled,description) VALUE;
23.06.19 07:19:35.000 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] ERROR o.o.f.datalogger.sql.DbAccess - SQLState:     42001
23.06.19 07:19:35.000 [CM Configuration Updater (Update: pid=org.openmuc.framework.datalogger.sql.SqlLoggerService)] ERROR o.o.f.datalogger.sql.DbAccess - VendorError:  42,001
23.06.19 07:19:35.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:35.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:35.007 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:35.009 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:35.009 [ConnectionReader] INFO  o.o.f.d.iec60870.Iec60870Listener - Connection was closed by server.
23.06.19 07:19:35.009 [ConnectionReader] INFO  o.o.f.core.datamanager.DataManager - Connection to device 60870_Distr was interrupted.
23.06.19 07:19:35.010 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:35.020 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:35.020 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:36.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:36.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:36.011 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:36.011 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:37.002 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:37.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:37.006 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:37.007 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:38.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:38.002 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:38.011 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:38.012 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:39.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:39.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:39.009 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:39.010 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:40.002 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:40.004 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:40.006 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:40.006 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:41.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:41.002 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:41.009 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:41.010 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:42.001 [OpenMUC Data Manager Pool - thread-1] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:42.002 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:42.012 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:42.012 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:43.001 [OpenMUC Data Manager Pool - thread-1] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:43.003 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:43.004 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:43.005 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:44.001 [OpenMUC Data Manager Pool - thread-1] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:44.003 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:44.012 [OpenMUC Data Manager Pool - thread-1] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:44.013 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:44.653 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.ConnectTask - Unable to connect to device 60870_Distr_A because Was not able to connect to 192.168.244.34:2,404. No route to host (Host unreachable).
Will try again in 10000 ms.
23.06.19 07:19:45.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:45.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:45.009 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:45.010 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:45.010 [ConnectionReader] INFO  o.o.f.d.iec60870.Iec60870Listener - Connection was closed by server.
23.06.19 07:19:45.010 [ConnectionReader] INFO  o.o.f.core.datamanager.DataManager - Connection to device 60870_Distr was interrupted.
23.06.19 07:19:45.011 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:45.022 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:45.022 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:45.822 [qtp681532338-186] INFO  o.o.f.webui.base.WebUiBaseServlet - /login
23.06.19 07:19:46.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:46.005 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:46.009 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:46.009 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:47.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:47.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:47.005 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:47.006 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:47.006 [ConnectionReader] INFO  o.o.f.d.iec60870.Iec60870Listener - Connection was closed by server.
23.06.19 07:19:47.006 [ConnectionReader] INFO  o.o.f.core.datamanager.DataManager - Connection to device 60870_Distr was interrupted.
23.06.19 07:19:47.007 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:47.017 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:47.018 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:48.002 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:48.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:48.006 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:48.007 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:49.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:49.002 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
23.06.19 07:19:49.010 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful sended startDT act to 192.168.244.134:2404and got startDT con.
23.06.19 07:19:49.011 [ConnectionReader] INFO  o.o.f.d.i.Iec60870ReadListener - Connection was closed by server.
23.06.19 07:19:50.001 [OpenMUC Data Manager Pool - thread-2] WARN  o.o.f.core.datamanager.SamplingTask - Connection to device 60870_Distr lost because java.io.IOException: connection closed. Trying to reconnect...
23.06.19 07:19:50.003 [OpenMUC Data Manager Pool - thread-2] INFO  o.o.f.d.iec60870.Iec60870Connection - Driver-IEC60870: successful connected to 192.168.244.134:2404
